date,time,subject
2006-06-12,12:26:05,low cost classifiers
2006-06-11,11:21:11,Using Experimenter
2006-06-11,11:21:11,Using Experimenter
2006-06-11,11:21:11,Using Experimenter
2006-06-11,11:21:11,Using Experimenter
2006-06-12,12:57:57,low cost classifiers
2006-06-11,11:12:19,Using Experimenter
2006-06-12,15:18:22,New Weka 3.4.8 and 3.5.3 releases
2006-06-12,11:17:26,source code of semi-unsupervised clusteri  ng learning
2006-06-12,11:21:34,about source code and software of semi-un  supervised clustering learning
2006-06-12,15:26:54,source code of semi-unsupervised clusteri ng learning
2006-06-11,11:12:19,Using Experimenter
2006-06-12,00:03:43,Feature Selection using Weka's command line
2006-06-12,12:32:43,what a good confidence score cutoff
2006-06-12,20:03:51,process .data and .name format data
2006-06-12,21:12:12,process .data and .name format data
2006-06-12,13:27:15,Best classifier
2006-06-13,08:25:46,process .data and .name format data
2006-06-13,08:29:45,Feature Selection using Weka's command line
2006-06-13,08:40:28,Best classifier
2006-06-12,18:25:09,Best classifier
2006-06-12,21:17:19,Fwd: recompiled WEKA: popup tree list of classifiers to 	be chosen is eMPtY
2006-06-13,16:30:42,Fwd: recompiled WEKA: popup tree list of classifiers 	to	be chosen is eMPtY
2006-06-13,10:34:22,AddExpression filter problem...
2006-06-14,08:27:48,AddExpression filter problem...
2006-06-14,10:13:15,Re: Updates
2006-06-14,01:29:24,Re: Feature Selection using Weka's command line
2006-06-14,10:41:06,Change relation name is arff file
2006-06-14,10:42:35,Using Experimenter
2006-06-15,09:28:16,Re: Feature Selection using Weka's command line
2006-06-15,09:44:56,Change relation name is arff file
2006-06-14,17:56:49,Re: Fwd: recompiled WEKA: popup tree list of classifiers 	to be chosen is eMPtY [ Peter Reutemann ]
2006-06-15,14:14:42,Re: Fwd: recompiled WEKA: popup tree list of 	classifiers to be chosen is eMPtY [ Peter Reutemann ]
2006-06-15,15:47:15,Re: Fwd: recompiled WEKA: popup tree list 	of	classifiers to be chosen is eMPtY [ Peter Reutemann ]
2006-06-15,03:22:22,Instances constructor
2006-06-15,08:38:26,Classifiers
2006-06-15,07:34:00,Re: recompiled WEKA: popup tree list of classifiers to 	be chosen is eMPtY [ Peter Reutemann ] 
2006-06-15,11:40:13,weka 3.4.8 install problem?
2006-06-15,23:50:35,Description of WEKA's attribute evaluators
2006-06-15,18:06:52,Looking for imbalance datasets
2006-06-16,09:23:42,Description of WEKA's attribute evaluators
2006-06-16,10:10:46,weka 3.4.8 install problem?
2006-06-16,10:12:50,Classifiers
2006-06-16,15:51:18,boosting different models
2006-06-16,18:03:48,boosting different models
2006-06-16,13:03:03,Incremental Learning
2006-06-16,18:08:06,Incremental Learning
2006-06-16,13:10:42,Weka DB
2006-06-16,18:22:42,Weka DB
2006-06-16,09:52:39,Description of WEKA's attribute evaluators
2006-06-16,01:07:47,predict values using WEKA
2006-06-16,08:57:55,DB recordset to weka.core.Instances
2006-06-16,11:50:50,any good algorithm?
2006-06-16,22:10:49,Description of WEKA's attribute evaluators
2006-06-16,15:31:46,Counts rather than numeric
2006-06-17,15:01:48,Description of WEKA's attribute evaluators
2006-06-17,15:04:49,predict values using WEKA
2006-06-17,15:06:46,DB recordset to weka.core.Instances
2006-06-17,15:11:47,any good algorithm?
2006-06-17,07:47:39,Convert Recordset to Instances in weka.core
2006-06-17,20:24:44,Convert Recordset to Instances in weka.core
2006-06-17,19:02:34,How to optimize the Java code of Weka
2006-06-17,23:45:54,How to optimize the Java code of Weka
2006-06-17,16:56:28,Smoothing 
2006-06-18,15:23:22,Smoothing
2006-06-19,09:02:44,Counts rather than numeric
2006-06-19,09:30:55,boosting different models
2006-06-19,11:53:52,boosting different models
2006-06-19,10:13:43,boosting different models
2006-06-19,13:47:31,"Multi Layer Perceptron : multiple outputs, 	multiples hidden layers"
2006-06-19,16:02:41,"Multi Layer Perceptron : multiple outputs,	multiples 	hidden layers"
2006-06-19,05:21:57,Convert Recordset to Instances in weka.core
2006-06-19,00:29:57,predict values using WEKA
2006-06-19,04:40:35,How doese Weka stratify the instances?
2006-06-19,21:19:01,where to find source code of semi-supervi sed clustering?
2006-06-19,23:16:17,Re: How to optimize the Java code of Weka
2006-06-19,11:38:36,Multiclassification (strikes back)
2006-06-20,07:12:04,where to find source code of semi-supervi sed 	clustering?
2006-06-20,08:54:44,How doese Weka stratify the instances?
2006-06-20,09:18:40,predict values using WEKA
2006-06-20,09:21:07,Re: How to optimize the Java code of Weka
2006-06-19,20:12:58,Optimizing AUC
2006-06-20,13:07:51,Multiclassification (strikes back)
2006-06-20,13:30:00,Optimizing AUC
2006-06-20,05:47:35,Optimizing AUC
2006-06-20,10:14:30,Artificial data set generator
2006-06-20,23:14:30,Artificial data set generator
2006-06-20,12:28:08,Artificial data set generator
2006-06-20,14:00:43,Artificial data set generator
2006-06-20,08:12:53,Artificial data set generator
2006-06-20,05:12:19,GMM
2006-06-20,07:42:45,Optimizing AUC
2006-06-20,09:34:46,Optimizing AUC
2006-06-21,13:01:30,Artificial data set generator
2006-06-21,14:56:04,libsvm roc curve
2006-06-21,16:10:27,Internal filters of IBk and SMO
2006-06-21,19:18:10,Internal filters of IBk and SMO
2006-06-21,09:18:46,Optimizing AUC
2006-06-22,00:12:58,boosting for regression problem
2006-06-21,16:43:42,UnsupportedClassVersionError
2006-06-21,16:52:31,Re: UnsupportedClassVersionError
2006-06-22,08:44:45,[Fwd: Problem with PostgreSQL in KnowledgeFlow]
2006-06-22,08:47:26,boosting for regression problem
2006-06-22,09:40:18,UnsupportedClassVersionError
2006-06-21,20:58:42,regression analysis
2006-06-22,09:33:52,regression analysis
2006-06-22,16:44:58,Weka 3.4.8a release
2006-06-22,03:14:39,loading oracle database in weka
2006-06-23,08:02:06,loading oracle database in weka
2006-06-22,19:00:29,weka no create a txt output results??
2006-06-23,14:28:11,weka no create a txt output results??
2006-06-23,14:37:38,weka no create a txt output results??
2006-06-23,14:44:54,weka no create a txt output results??
2006-06-22,19:50:02,"Re: Wekalist Digest, Vol 40, Issue 22"
2006-06-23,16:03:24,problem running weka
2006-06-23,18:14:18,problem running weka
2006-06-23,10:41:05,Question about command-line and models
2006-06-23,11:12:14,Problem with PostgreSQL in KnowledgeFlow
2006-06-23,13:27:03,Problem with PostgreSQL in KnowledgeFlow
2006-06-23,23:32:48,Question about command-line and models
2006-06-23,23:34:08,Problem with PostgreSQL in KnowledgeFlow
2006-06-23,16:49:44,Question about command-line and models
2006-06-23,18:39:28,UnsupportedClassVersionError
2006-06-23,10:48:58,weka no create a txt output results??
2006-06-24,05:37:52,problem running weka
2006-06-23,19:30:14,Removing redundancies in learned rules
2006-06-24,13:53:27,weka no create a txt output results??
2006-06-24,16:57:37,UnsupportedClassVersionError
2006-06-24,17:19:03,weka no create a txt output results??
2006-06-24,18:59:31,weka no create a txt output results??
2006-06-24,07:29:02,MultiClassClassifier
2006-06-24,16:41:16,Re: Is x-means a part of Weka 3.5.3?
2006-06-25,12:40:25,Re: Is x-means a part of Weka 3.5.3?
2006-06-25,11:36:34,How to compare my algorithms with existing ones in weka 	Experiment Environment
2006-06-25,16:09:39,How to compare my algorithms with existing ones in 	weka	Experiment Environment
2006-06-25,06:09:37,How to compare my algorithms with existing ones in 	weka Experiment Environment
2006-06-25,17:14:24,How to compare my algorithms with existing ones in weka 	Experiment Environment
2006-06-25,21:30:13,How to compare my algorithms with existing ones in 	weka	Experiment Environment
2006-06-25,12:57:48,Removing redundancies in learned rules
2006-06-26,08:09:57,Removing redundancies in learned rules
2006-06-25,13:24:20,Removing redundancies in learned rules
2006-06-26,08:36:26,Removing redundancies in learned rules
2006-06-26,10:23:32,Removing redundancies in learned rules
2006-06-26,07:39:50,Attribute normalization vs. Instance normalization
2006-06-26,14:57:13,Reading datetime from MySQL
2006-06-26,15:06:44,Reading datetime from MySQL&In-Reply-To=
2006-06-26,09:13:31,Cluster evaluation and cluster to classes
2006-06-26,09:00:34,"RE: Wekalist Digest, Vol 40, 	Issue 25 -  Is x-means a part of Wek a 3.5.3?"
2006-06-26,09:58:06,correlated attributes?
2006-06-27,08:15:34,"RE: Wekalist Digest, Vol 40, 	Issue 25 - Is x-means a part of Wek a 3.5.3?"
2006-06-27,08:51:30,"RE: Wekalist Digest, Vol 40,	Issue 25 - Is x-means 	a part of Wek a 3.5.3?"
2006-06-27,09:11:33,Reading datetime from MySQL
2006-06-26,15:13:51,"RE: Wekalist Digest, Vol 40,	Issue 25 - Is x-m 	eans a part of Wek a 3.5.3?"
2006-06-27,10:01:15,Cluster evaluation and cluster to classes
2006-06-27,10:35:50,How does Random Forest work in weka?
2006-06-27,10:26:33,problem with weka when greatest number of examples are 	applied (java -Xmx256m)
2006-06-27,03:51:53,Reading Tertius results
2006-06-27,13:45:00,Weka and Products database
2006-06-27,10:10:29,batch running without visual interfaces
2006-06-28,07:27:14,problem with weka when greatest number of examples are 	applied (java -Xmx256m)
2006-06-28,08:53:28,problem with weka when greatest number of examples 	are	applied (java -Xmx256m)
2006-06-28,08:57:58,batch running without visual interfaces
2006-06-28,09:04:57,correlated attributes?
2006-06-28,09:12:25,Reading Tertius results
2006-06-28,09:18:29,How does Random Forest work in weka?
2006-06-27,17:23:35,How does Random Forest work in weka?
2006-06-28,09:28:06,How does Random Forest work in weka?
2006-06-27,19:29:32,How does Random Forest work in weka?
2006-06-28,11:52:32,How does Random Forest work in weka?
2006-06-27,17:50:22,Enabling non-stratified cross validation
2006-06-28,13:03:13,Enabling non-stratified cross validation
2006-06-28,14:03:32,Weka and Products database
2006-06-28,02:16:53,Reading Tertius results
2006-06-28,12:12:04,problem with weka when greatest number of examples are 	applied (java -Xmx256m)
2006-06-28,12:19:10,correlated attributes?
2006-06-28,12:30:42,A question regarding meta classifier
2006-06-28,13:50:21,correlated attributes?
2006-06-28,07:37:22,Convert a C# classifier into Java and use in WEKA
2006-06-28,09:46:46,opening multiple ARFF files
2006-06-28,14:13:31,opening multiple ARFF files
2006-06-28,10:17:19,cretaing datawarehouse in weka
2006-06-28,14:23:14,Convert a C# classifier into Java and use in WEKA
2006-06-28,19:35:48,opening multiple ARFF files
2006-06-29,08:13:19,A question regarding meta classifier
2006-06-29,08:17:46,Convert a C# classifier into Java and use in WEKA
2006-06-28,16:31:40,WEKA recursive partitioning with look ahead
2006-06-29,12:06:17,Convert a C# classifier into Java and use in WEKA
2006-06-29,00:15:08,Adding a new attribute based on a particular condition
2006-06-29,15:17:28,Weka and Products database
2006-06-29,08:34:26,Convert a C# classifier into Java and use in WEKA - 	some thoughts
2006-06-29,08:39:39,Re: Convert a C# classifier into Java and use in WEKA 	(Ashraf M. Kibriya)
2006-06-29,11:58:47,Memory leak using MySQL
2006-06-30,07:57:06,[Fwd: meta classifier]
2006-06-30,08:19:08,Weka and Products database
2006-06-30,08:34:55,Convert a C# classifier into Java and use in WEKA 	-	some thoughts
2006-06-30,08:37:22,Adding a new attribute based on a particular condition
2006-06-30,08:38:25,Re: Convert a C# classifier into Java and use in WEKA 	(Ashraf M. Kibriya)
2006-06-30,08:42:19,Memory leak using MySQL
2006-06-30,09:04:53,[Fwd: meta classifier]
2006-06-30,09:34:29,Attribute normalization vs. Instance normalization
2006-06-30,09:40:17,WEKA recursive partitioning with look ahead
2006-06-30,11:01:35,Number of iterations
2006-06-29,18:02:20,public void buildClassifier(Instances inst): training 	without knowing the test instance?
2006-06-30,13:20:17,Number of iterations
2006-06-30,13:26:01,public void buildClassifier(Instances inst): training 	without knowing the test instance?
2006-06-30,14:33:15,Re: Convert a C# classifier into Java and use in WEKA 	(Ashraf M. Kibriya)
2006-06-30,13:09:07,Number of iterations
2006-06-30,15:14:33,Number of iterations
2006-06-30,18:07:01,[Fwd: Problem with PostgreSQL in KnowledgeFlow]
2006-06-30,10:35:31,builiding an aggregate classifier
2006-06-30,10:58:37,How can I save the data in knowledge flow
2003-09-30,15:13:08,Interpreting Classfier Outputs
2003-09-30,13:47:31,using apriori association with numerical data
2003-09-30,20:10:20,re : Beginner Question : Running Weka using a DOS bat 	file
2003-10-01,03:34:12,How to evaluate decision tree ?
2003-10-01,12:02:19,doses WEKA SUPPORT ensebmle classifiers 
2003-10-01,11:57:00,doses WEKA SUPPORT ensebmle classifiers 
2003-10-02,01:29:03,beginner's question: re-install WEKA problem
2003-10-02,12:33:41,Building with Sun NetBeans Java
2003-10-02,10:12:22,Confusion Matrix Problem
2003-10-02,13:28:30,Confusion Matrix Problem
2003-10-02,18:58:24,Building with Sun NetBeans Java
2003-10-02,18:46:37,Sampling question
2003-10-02,20:37:29,Sampling question
2003-10-03,02:08:40,HELP: AttributeFilter applied 2 times to work?
2003-10-04,16:15:32, 	WEKA and large attribute data set:6000 values in the curly braces?
2003-10-06,09:10:08,Accuracy on test data set
2003-10-07,00:47:46,Confusion Matrix Problem
2003-10-07,10:43:33,Different CrossValidation Accuracies between runing from  Experimenter GUI and source code?
2003-10-07,11:49:23,establishing id number as nominal value
2003-10-07,16:21:10,DiscretizeFilter: GUI / command line difference?
2003-10-07,21:26:13,Neural Network Output
2003-10-08,13:22:29,Weka Leaf Node Instances
2003-10-08,05:46:09,regression using IBk: training error<>0 ??
2003-10-08,14:45:21,Leaf Node Instances
2003-10-08,19:15:37,licence issues to consider for a weka-based project
2003-10-09,10:37:30,licence issues to consider for a weka-based project
2003-10-09,21:07:24,Problems in analysing datasets using WEKA
2003-10-10,10:08:09,Problems in analysing datasets using WEKA
2003-10-11,11:09:40,Tools for Text Analysis?
2003-10-12,11:20:01,about loading big dataset
2003-10-11,13:20:59,from student
2003-10-13,12:52:27,Re: open jarfiles
2003-10-13,12:58:40,Re: More on jar
2003-10-12,20:26:05, 	m5 algorithm seems to die at problem size ~12000 for data set
2003-10-13,12:43:14,m5 algorithm seems to die at problem size ~12000 for d ata     set
2003-10-13,17:52:37,from student
2003-10-14,22:15:07,Standard Deviation of Attribute is 0
2003-10-14,14:18:57,attribute groups?
2003-10-13,23:04:59,PhD Thesis
2003-10-14,05:20:11,help in the use of weka for bibliographic databases
2003-10-15,00:02:13,about discretizing data
2003-10-15,14:50:21,predictions with -p option
2003-10-15,14:10:36, 	how to draw tree from the output given by -g option of J48 
2003-10-15,19:35:24,how to draw tree from the output given by -g option of 	J48 
2003-10-15,15:11:09,how to see memory usage for J48
2003-10-15,15:14:53, 	is there rainforest implementation available for J48 in weka
2003-10-16,10:23:33,predictions with -p option
2003-10-15,17:06:23,nominal attribute values of training set for prediction
2003-10-16,00:53:46,classification output save 
2003-10-16,02:24:22,classification output save 
2003-10-16,09:59:40,nominal attribute values of training set for 	prediction
2003-10-16,09:25:16,nominal attribute values of training set for 	prediction
2003-10-16,09:27:56,EM density for instance > 1 ??
2003-10-16,12:47:59,EM density for instance > 1 ??
2003-10-16,17:34:55,leave-one-out cross validation
2003-10-17,07:08:06,Self-Organizing Maps (SOM) 
2003-10-17,10:20:30,nominal attribute values of training set for 	prediction
2003-10-17,16:37:37,Self-Organizing Maps (SOM)
2003-10-17,13:24:19,difference between the GUI Explorer and Source Code?
2003-10-18,10:44:15,using weka for data mining in bibliographic database
2003-10-18,21:14:40,bug in the 'Instances' class
2003-10-18,21:27:31,visualized tree 
2003-10-19,09:21:36,visualized tree 
2003-10-21,12:25:50,nominal attribute values of training set for predi 	ction
2003-10-21,12:55:02,Graphic output from Weka J48
2003-10-22,10:34:01,Graphic output from Weka J48
2003-10-21,19:54:24, 	WEKA for text document classification or web page classification
